Uuid,Void/Retire,Name,Description,Metadata set uuid,Metadata class,Metadata uuid
el00777d-0cbe-41b7-4c67-8ff93de67b9b,,National ID,National ID,f0ebcb99-7618-41b7-b0bf-8ff93de67b9e,org.openmrs.PatientIdentifierType,df879a6b-6fe3-4d60-a300-b086bd386a65
